index,author,retweet,month,content,media type,group,chapter,group_fix
16115,spinelli4ia,tweet,12,Max manifestÛ meglio le sue eminenti facolt‡ musicali con i sonagli di un collare di un cane YB #MattiaTW/14,NA,O2,14,OtherReg
16116,spinelli4ia,tweet,12,Max riesce ad apparire come una persona per bene ma Ë allo stesso tempo una persona meschina e di una maleducazione inaudita.MI #MattiaTW/14,NA,O2,14,OtherReg
16117,spinelli4ia,tweet,12,"Max, il pianista che trattÚ male la signorina SilviaAL #MattiaTW/14",NA,O2,14,OtherReg
16118,spinelli4ia,tweet,12,"Max, il pianista, pare un'uomo buono, ma si riveler‡ essere una persona maleducata molto abile a compier azioni di nascosto. #MattiaTW/14  SB",NA,O2,14,OtherReg
16119,spinelli4ia,tweet,12,"Max, lo spirito di un giovane ragazzo con talento musicale, convocato durante una seduta spiritica. BG #MattiaTW/14",NA,O2,14,OtherReg
16120,spinelli4ia,tweet,12,"Max, tanto buono e tanto gentile, hai trattato cosi malamente la signorina Silvia? RN #MattiaTW/14",NA,O2,14,OtherReg
16121,spinelli4ia,tweet,12,"Max? Come hai potuto tu, tanto gentile, trattare cosÏ malamente silvia? YB #MattiaTW/14",NA,O2,14,OtherReg
16408,spinelli4ia,tweet,12,"Un pianista tranquillo che parlava con gesta ed esprimersi con la ghitarra ma non gli piaceva, tanto da rompere le corde. DL #MattiaTW/14",NA,O2,14,OtherReg
16483,StartingWork_2A,tweet,1,#MattiaTW/14  (42AAF44) https://t.co/tqZOdLnZWx,NA,B,14,B
16489,RosariaPascalis,retweet,1,RT  @3asu__: #Mattia bacia Adriana. Un incontro di stranezze e di #prodezze! #MattiaTW/14  Arianna,NA,O2,14,NR
16506,rosquezexjst,retweet,1,RT  @5AEL21: La persona giusta riesce a farti innamorare due volte: prima di lei e poi di te stesso #MattiaTW/14 675AAT169Ö https://t.co/nj0AvlsHgt,NA,O2,14,NR
16507,rosquezexjst,retweet,1,RT  @5AEL21: L'amore Ë vivere duemila sogni fino al bacio sublime. #MattiaTW/14 675AAT169  @MattiaPascalTw  @TwLetteratura https://t.co/aCxT1pqKye,NA,O2,14,NR
16535,roxiciocca,retweet,1,"RT  @TwLetteratura: Io non saprei proprio dire ch'io mi sia""""Segnale orario: #MattiaTW/14, 15, 16https://t.co/Jbb1YUTBBA""""",NA,O2,14,NR
16549,sabrinaltomari,retweet,1,RT  @iibrossanols: Adriano trascorre la notte pensando all'uomo della Stia.PuÚ una preoccupazione non lasciarci mai soli con noi stessi? #MattiaTW/14  (Alessia),NA,O2,14,NR
16581,sabrinaltomari,retweet,1,"RT  @iibrossanols: Ed Ë al buio che le paure svaniscono:si fece forza,prese la sua mano e la baciÚ. #MattiaTW/14  (Aurora)",NA,O2,14,NR
16598,sabrinaltomari,retweet,1,RT  @iibrossanols: Indimenticabile il primo bacio di Adriano Meis. #MattiaTW/14  (Andrea),NA,O2,14,NR
16599,sabrinaltomari,retweet,1,RT  @iibrossanols: Io cercai nel buio la mano di Adriana e gliela chiusi gradualmente per infonderle calore e fiducia. #MattiaTW/14  (LO),NA,O2,14,NR
16600,sabrinaltomari,retweet,1,"RT  @iibrossanols: Io gi‡ parlavo da un pezzo con la mano di Adriana e non pensavo, non pensavo a nulla. #MattiaTW/14  (DesirËe)",NA,O2,14,NR
16602,sabrinaltomari,retweet,1,RT  @iibrossanols: La baciai e tutto intorno a noi scomparve. #MattiaTW/14  (Natalia),NA,O2,14,NR
16613,sabrinaltomari,retweet,1,RT  @iibrossanols: La societ‡ si fa beffa della nostra ingenuit‡ semplicemente perchË credere profondamente in qualcosa non Ë pi˘ di moda. #MattiaTW/14  (Maria),NA,O2,14,NR
16622,sabrinaltomari,retweet,1,"RT  @iibrossanols: Lascia che siano le mani a parlar:non Ë necessario proferir parola quando,toccandoci,facciamo discorsi pi˘ intensi. #MattiaTW/14  (Alessia)",NA,O2,14,NR
16628,sabrinaltomari,retweet,1,"RT  @iibrossanols: Ma era tale in quei momenti la gioia che mi procurava la libert‡ indisturbata del buio"""". #MattiaTW/14  (Francesca S.)""""",NA,O2,14,NR
16631,sabrinaltomari,retweet,1,RT  @iibrossanols: Mi addormentai e feci brutti sogni.Il giorno dopo spalancai le finestre alla luce. #MattiaTW/14  (M.Emilia),NA,O2,14,NR
16634,sabrinaltomari,retweet,1,RT  @iibrossanols: Mi lasciai pilotare nel buio da qualcuno che mi aveva preso in silenzio per mano. #MattiaTW/14  (Micaela),NA,O2,14,NR
16636,sabrinaltomari,retweet,1,"RT  @iibrossanols: Mi sentii vivo, ardente del fuoco dell'amore ma smarrito:non capivo perchË il Caos non avesse ancora rovinato tutto. #MattiaTW/14  (Maria)",NA,O2,14,NR
16653,sabrinaltomari,retweet,1,"RT  @iibrossanols: Quando tutto sembra andare per il meglio, il passato torna a farci visita e i rimorsi ci tormentano l'anima. #MattiaTW/14  (Maria)",NA,O2,14,NR
16675,StartingWork_2A,tweet,1,"AcquÏ, su un lado, una careccia. #MattiaTW/14  (42AEM216)""""",NA,B,14,B
16731,StartingWork_2A,tweet,1,"Io gi‡ parlavo da un pezzo con la mano d' Adriana, e non pensavo, ahimË, non pensavo pi˘ a nulla. #MattiaTW/14  (42ARF257)""""",NA,B,14,B
16877,spinelli3ia2016,retweet,1,RT  @5AEL21: La persona giusta riesce a farti innamorare due volte: prima di lei e poi di te stesso #MattiaTW/14 675AAT169Ö,NA,O1,14,OtherReg
16878,spinelli3ia2016,retweet,1,RT  @5AEL21: La persona giusta riesce a farti innamorare due volte: prima di lei e poi di te stesso #MattiaTW/14 675AAT169Ö https://t.co/nj0AvlsHgt,NA,O1,14,OtherReg
16888,StartingWork_2B,tweet,1,"#MattiaTW/14  (42BAM274)E tra me pensavo: O egli Ë molto abile, o molto ostinato a tenersi vicino Adriana""""",NA,B,14,B
16889,StartingWork_2B,tweet,1,#MattiaTW/14  (42BAP2311) https://t.co/dwAazNQEzr,NA,B,14,B
16902,StartingWork_2B,tweet,1,"AcquÏ, su un lado, una careccia. #MattiaTW/14  (42BAS158)""""",NA,B,14,B
16944,StartingWork_2B,tweet,1,"io cercavo nel bujo la mano di Adriana, ch'era fredda e tremante #MattiaTW/14  (42BRP136) https://t.co/4x5uXWOQs9""""",gif,B,14,B
17028,stefano_rebora,tweet,1,"#MattiaTW/14  ?» contento cosÏ??.?Ma si, contentone?",NA,O2,14,NR
17054,teta3RIM,tweet,2,"Il bujo"""" sembra creare un subuniverso, dove quello che alla luce non si fa,nell'oscurit‡ Ë naturale. #MattiaTW/14""""",NA,O2,14,NR
17055,teta3RIM,tweet,2,"La delicata leggerezza del tocco e la precisione erano state, a ogni modo, meravigliose.#MattiaTW/14""""",NA,O2,14,NR
17081,TwLetteratura,tweet,1,"Io non saprei proprio dire ch'io mi siaSegnale orario: #MattiaTW/14, 15, 16https://t.co/Jbb1YUTBBA""""",NA,O2,14,organizers
17240,Venturi5N,tweet,12,#MattiaTW/14  La seduta spiritica serve a provarci con le ragazze e a derubare vittime ignare.,NA,O2,14,OtherReg
17246,spinelli4ia,retweet,1,RT  @5AEL21: La persona giusta riesce a farti innamorare due volte: prima di lei e poi di te stesso #MattiaTW/14 675AAT169Ö https://t.co/nj0AvlsHgt,NA,O2,14,OtherReg
17337,PretePrete2000,tweet,1,#MattiaTW/14   @PaolaLisimberti  @federico_benn  @quartaB_pepe https://t.co/sR0lYWml5o,NA,O2,14,NR
17368,quartaB_pepe,tweet,1,#MattiaTW/14  Cerchiamo l'equilibrio e ci innamoriamo di chi ce lo sposta  @PretePrete2000  @federico_benn  @PaolaLisimberti,NA,O2,14,A
17369,quartaB_pepe,tweet,1,#MattiaTW/14  -Silenzio!- IntimÚ a questo punto il signor Anselmo. E chi aveva aperto bocca? Mistero.  @PretePrete2000  @PaolaLisimberti,NA,O2,14,A
17370,quartaB_pepe,tweet,1,"#MattiaTW/14  Pugni, scricchioli, colpi. Le sedute spiritiche che ci piacciono??  @PretePrete2000  @PaolaLisimberti  @federico_benn  @GhiondaD",NA,O2,14,A
17371,quartaB_pepe,tweet,1,"#MattiaTW/14  Pugni, scricchioli, colpi. Le sedute spiritiche che ci piaccionoüëç  @PretePrete2000  @PaolaLisimberti  @federico_benn  @GhiondaD",NA,O2,14,A
17372,quartaB_pepe,tweet,1,#MattiaTW/14 https://t.co/W2O2nOOSSg Ma un bel bacione sonoro le fu scoccato su la guancia  @PretePrete2000  @quartaB_pepe  @federico_benn,NA,O2,14,A
17373,quartaB_pepe,tweet,1,Io cercai nel bujo la mano di Adriana. Non la trovai. ADRIANAAAA!!! Dove sei?!?! #MattiaTW/14   @PretePrete2000Ö https://t.co/ItIJsDt1tX,NA,O2,14,A
17377,maurosgura,tweet,1,"#MattiaTW/14  Altro che Charlie, qui Ë Max Max are you here? @quartaB_pepe",NA,O2,14,NR
17378,quartaB_pepe,tweet,1,#MattiaTW/14  E con le mani amore per le mani ti prenderÚ e senza dire parole nel mio cuore ti porterÚ e non avrÚ paura  @quartaB_pepe,NA,O2,14,A
17380,PretePrete2000,tweet,1,#MattiaTW/14   @quartaB_pepe  @PaolaLisimberti  @federico_benn https://t.co/3gPD2mu5mH,NA,O2,14,NR
17428,2I_LOMBARDO,tweet,1,Adriana sta forzandosi di controllare al sua passione.  @TwLetteratura #MattiaTW/14  222IFC211,NA,B,14,B
17445,2I_LOMBARDO,tweet,1,Che dolce il primo bacio tra Mattia e Adriana!  @TwLetteratura #MattiaTW/14  222IIM146,NA,B,14,B
17497,2I_LOMBARDO,tweet,1,La delicata leggerezza del tocco e la precisione erano state meravigliose.  @TwLetteratura #MattiaTW/14  222IGC168,NA,B,14,B
17502,2I_LOMBARDO,tweet,1,La paura dei fatti accaduti in passato.  @TwLetteratura #MattiaTW/14  222IVM263,NA,B,14,B
17512,2I_LOMBARDO,tweet,1,La vita di Mattia: destinata a rimanere tale per sempre!  @TwLetteratura #MattiaTW/14  222IVM263,NA,B,14,B
17529,2I_LOMBARDO,tweet,1,L'invidia: una brutta peste!?? @TwLetteratura #MattiaTW/14  222IVM263,NA,B,14,B
17530,2I_LOMBARDO,tweet,1,L'invidia: una brutta peste!üòâ @TwLetteratura #MattiaTW/14  222IVM263,NA,B,14,B
17565,2I_LOMBARDO,tweet,1,Nel corso di una delle sedute Mattia Ë riuscito a baciare Adriana.  @TwLetteratura #MattiaTW/14  222IAG1911,NA,B,14,B
17584,2I_LOMBARDO,tweet,1,Quante sciocchezze questo maledetto mondo ci fa commettere.  @TwLetteratura #MattiaTW/14  222IVG74,NA,B,14,B
17602,2I_LOMBARDO,tweet,1,Un bel bacione sonoro le f˘ scoccato sulla guancia. @TwLetteratura #MattiaTW/14  222IVG74,NA,B,14,B
17605,2I_LOMBARDO,tweet,1,Una vita senza un amico: una vita senza senso.  @TwLetteratura #MattiaTW/14  222IVM263??,NA,B,14,B
17621,3bZumbini,tweet,11,"A volte Ë solo uscendo di scena, che si puÚ capire quale ruolo si Ë svolto ?? #LaTregua/14  @TwLetteratura #MattiaTw",NA,O2,14,NR
17622,3bZumbini,tweet,11,"A volte Ë solo uscendo di scena, che si puÚ capire quale ruolo si Ë svolto üé≠ #LaTregua/14  @TwLetteratura #MattiaTw",NA,O2,14,NR
17660,enneeinaudi1,tweet,1,"io strinsi forte,forte,forte la mano di Adriana fino a farle male. #MattiaTW/14   @twletteratura 704NAT145""""",NA,B,14,B
17671,stefaniab77,retweet,1,RT  @adelaid93680776: #MattiaTW/14  (552BAV2310)        ad ogni modo avremmo certo avuto un momento di tregua,NA,O2,14,NR
17702,enneeinaudi1,tweet,1,"..io cominciai ad avvertire come uno strofinio alla traversa.. #MattiaTW/14   @TwLetteratura 704NAL168""""",NA,B,14,B
17711,swallow_baobab,retweet,1,RT  @IICSUPER: ..e le mie dita non vibravano pi˘ su una tastiera:io facevo piangere e gridare l'anima mia.#MattiaTW/14  #IIcstraordinaria 772CZS255,NA,O2,14,NR
17715,swallow_baobab,retweet,1,RT  @IICSUPER: Chi non prova pena nell'assistere a una commedia mal rappresentata da comici inesperti? (772CBC11) #MattiaTW/14,NA,O2,14,NR
17726,TaninaCona,retweet,1,RT  @adelaid93680776: #MattiaTW/14  (552BAV2310)        ad ogni modo avremmo certo avuto un momento di tregua,NA,O2,14,NR
17751,enneeinaudi1,tweet,1,"C'Ë poca seriet‡ questa sera#MattiaTW/14  704NVH1612   @TwLetteratura""""",NA,B,14,B
17769,enneeinaudi1,tweet,1,"Debbo confessare che quel << toccamento>> inatteso mi fece pure lÏ per lÏ, una strana impressione. #MattiaTW/14 704NMA268  @TwLetteratura""""",NA,B,14,B
17799,TwiFavola,retweet,11,"RT  @3bZumbini: A volte Ë solo uscendo di scena, che si puÚ capire quale ruolo si Ë svolto ?? #LaTregua/14  @TwLetteratura #MattiaTw",NA,O2,14,NR
17800,TwiFavola,retweet,11,"RT  @3bZumbini: A volte Ë solo uscendo di scena, che si puÚ capire quale ruolo si Ë svolto üé≠ #LaTregua/14  @TwLetteratura #MattiaTw",NA,O2,14,NR
17827,enneeinaudi1,tweet,1,"Ho domandato allora a me stesso se, a determinar le nostre azioni, non concordano anche i colori. 704NAT145 #MattiaTW/14   @TwLetteratura",NA,B,14,B
17839,enneeinaudi1,tweet,1,"Io cercai al bujo la mano di Adriana, ch'era fredda e tremante. #MattiaTW/14   @TwLetteratura 704NLM1010""""",NA,B,14,B
18041,TwLetteratura,retweet,11,"RT  @3bZumbini: A volte Ë solo uscendo di scena, che si puÚ capire quale ruolo si Ë svolto ?? #LaTregua/14  @TwLetteratura #MattiaTw",NA,O2,14,organizers
18042,TwLetteratura,retweet,11,"RT  @3bZumbini: A volte Ë solo uscendo di scena, che si puÚ capire quale ruolo si Ë svolto üé≠ #LaTregua/14  @TwLetteratura #MattiaTw",NA,O2,14,organizers
18315,TwLetteratura,retweet,1,RT  @ClasseIIIA_Redi: #MattiaTW/14  Il buio rappresenta sempre dubbio o anche la possibilit‡ di incontrare la luce?#UnBacioRubatoAlBuio-RG,NA,O2,14,organizers
18719,valeismysmile,retweet,1,RT  @5AEL21: La persona giusta riesce a farti innamorare due volte: prima di lei e poi di te stesso #MattiaTW/14 675AAT169Ö,NA,O2,14,NR
18720,valeismysmile,retweet,1,RT  @5AEL21: La persona giusta riesce a farti innamorare due volte: prima di lei e poi di te stesso #MattiaTW/14 675AAT169Ö https://t.co/nj0AvlsHgt,NA,O2,14,NR
18731,enneeinaudi1,tweet,1,Le maniere di una dolce tenerezza come voleva il candore di quella timida anima soave #MattiaTW/14  704NGR151  @TwLetteratura,NA,B,14,B
18752,enneeinaudi1,tweet,1,Mattia puÚ tenere la mano di Adriana. #MattiaTW/14  704NCZ186  @TwLetteratura,NA,B,14,B
18758,enneeinaudi1,tweet,1,"mi chinai a cercar la bocca di lei, cosÏ il primo bacio, bacio lungo e muto, fu scambiato fra noi.?#MattiaTW/14  704NSP1811   @TwLetteratura",NA,B,14,B
18782,enneeinaudi1,tweet,1,"Poi mi addormentai e feci sogni paurosi #MattiaTW/14  704NCG255  @Tw.Letteratura""""",NA,B,14,B
18799,enneeinaudi1,tweet,1,Timore e cattivi pensieri sugli spiriti. #MattiaTW/14   @TwLetteratura 704NGG43,NA,B,14,B
18947,vera_valletta,retweet,1,RT  @maddamoon: Dedicato ad  @AdrianoMeisTw ed Adriana... #MattiaTW/14   @edmonten https://t.co/2JbZPQG9pB,photo,A,14,A
18968,vera_valletta,retweet,1,"RT  @Matteo888888: #MattiaTW/14  ... e cosÏ il primo bacio, bacio lungo e muto, fu scambiato fra noi (12BMM142)",NA,A,14,A
18994,2aVirgilio,tweet,1,"I morti non debbono pi˘ morire, e io sÏ: io sono ancora vivo per la morte e morto per la vita.#MattiaTW/14   @TwLetteratura  @MattiaPascalTw""""",NA,O2,14,OtherReg
19003,5AEL21,tweet,1,L'amore Ë composto da un'unica anima che abita due corpi. #MattiaTW/14   (675AGC217)  @TwLetteratura  @MattiaPascalTw https://t.co/K4TZN30hMr,photo,B,14,B
19021,Viviana4RIM,retweet,1,RT  @2_Ainfo_: #MattiaTW/14 PUM! Un pugno? Da una persona morta?(82ADS111),NA,O2,14,NR
19034,maddamoon,tweet,1,ZUCCHERO: CON LE MANI  [1987] #MattiaTW/14   @TwLetteratura  @piervaccaneo  @5GRinaldini  @edmonten  @IuriMoscardi  https://t.co/QjRb1XeF9t,NA,O2,14,OtherReg
19117,zhdanovswt1974,retweet,1,RT  @2b_malignani: #MattiaTW/14  E.R.No. Neanche per ombra.,NA,O2,14,NR
298,Antonio77976932,tweet,1,"Cosa ti aspettavi? Che un uomo sofferente fosse pi˘ buono? Questo Ë un antico abbaglio. #MattiaTW/13   @4BLBrunoArzano""""",NA,O2,13,NR
310,FrancescoC47,tweet,1,"A noi uomini, invece, nascendo, Ë toccato un tristo privilegio: quello di sentirci vivere #MattiaTW/13   @4BLBrunoArzano""""",NA,O2,13,NR
324,GiusyTortora00,tweet,1,"''E ora concentriamoci, signori miei. Si fece silenzio. Ci concentrammo #MattiaTW/13   @4BLBrunoArzano""""",NA,O2,13,NR
326,GiusyTortora00,tweet,1,"Potrei sperimentare che l'uomo, quando soffre, si fa una particolare idea del bene e del male.. #MattiaTW/13   @4BLBrunoArzano""""",NA,O2,13,NR
328,MarieClaire999,tweet,1,"- A noi uomini, invece, nascendo, Ë toccato un tristo privilegio: quello di sentirci vivere -#MattiaTW/13   @4BLBrunoArzano",NA,O2,13,NR
330,MarieClaire999,tweet,1,- E questo sentimento della vita era appunto come un lanternino che ciascuno di noi porta in sË acceso - #MattiaTW/13   @4BLBrunoArzano,NA,O2,13,NR
331,MarieClaire999,tweet,1,- E questo sentimento della vita era appunto come un lanternino che ciascuno di noi porta in sË acceso -#MattiaTW/13   @4BLBrunoArzano,NA,O2,13,NR
333,MarieClaire999,tweet,1,- Noi non siamo come l'albero che vive e non si sente -#MattiaTW/13   @4BLBrunoArzano,NA,O2,13,NR
432,sabrinamorandi5,tweet,1,"@5dCarnacina Spento alla fine a un soffio, ci accoglier‡ la notte perpetua dopo il giorno fumoso della nostra illusione.#MattiaTW/13",NA,O2,13,NR
467,226benny2001,retweet,1,"RT  @MontalciniQ2A: La cecit‡ non ci priva solo della percezione del mondo, ma anche di quella di noi stessi #MattiaTW/13  (242ARD112)",NA,O2,13,NR
496,226benny2001,retweet,1,RT  @MontalciniQ2A: L'uomo non  fa altro che pretendere il bene dagli altri e scusarsi del male che fa agli altri #MattiaTW/13  (242ABP226),NA,O2,13,NR
516,226benny2001,retweet,1,"RT  @MontalciniQ2A: Mentiva a se stesso, si sentiva in trappola,a disagio, come se avesse perduto il diritto di essere lasciato in pace #MattiaTW/13  (242ARM139)",NA,O2,13,NR
605,2GL_AMALDI_ROMA,tweet,1,@AdrianoMeisTw #MattiaTW/13ci mancavano solo le sedute spiritiche per rendere la storia pi˘ interessante??-sunflower,NA,O2,13,OtherReg
622,3A_vico,tweet,1,#MattiaTW/13  283Aem309  @AdrianoMeisTw il mio consiglio Ë di affidarsi a medici competenti... https://t.co/o2p5ZMCmc5,photo,B,13,B
650,ClasseIIIA_Redi,tweet,1,#MattiaTW/13  ...Ma se Adriana Ë una nenia dolce per  @AdrianoMeisTw... Anselmo Ë davvero una ninnananna! ????-Mc,NA,A,13,A
651,ClasseIIIA_Redi,tweet,1,#MattiaTW/13 Il buio ha fatto luce nella tua anima  @AdrianoMeisTw: sembra che la tua prigionia cieca ti abbia costretto a guardarti dentroMc,NA,A,13,A
668,lalagedulce,tweet,1,"Adriano Mei, Adriano Tui... Anche nelle situazioni pi˘ tragiche o grottesche non perdi il senso dell'umorismo  @AdrianoMeisTw #MattiaTW/13",NA,O2,13,B
696,2GL_AMALDI_ROMA,tweet,1,"Sei al buio, non vedi pi˘ Mattia in te @AdrianoMeisTw  @MattiaPascalTw #MattiaTW/13 Lipa",NA,O2,13,OtherReg
737,ClasseIIIA_Redi,tweet,1,"#MattiaTW/13 Una quarantena forzata nell'oscurit‡: @AdrianoMeisTw,hai pi˘ paura del buio o della luce?Come farai ora a vederci chiaro""""?Mc&RG""""",NA,A,13,A
750,ClasseIIIA_Redi,tweet,1,#MattiaTW/13   @AdrianoMeisTw:EsasperatoDalDesiderioDiEsserConfortatoEIrritatoDalleCure?Dispettose??Bipolarismo?AncoraEffettoPostAnestesia?Mc,NA,A,13,A
758,ClasseIIIA_Redi,tweet,1,"#MattiaTW/13  Il buio Ë immaginario, la vita Ë un'illusione: cos'Ë allora la realt‡ @AnselmoPaleariTw? -Mc",NA,A,13,A
766,TwLetteratura,tweet,11,"Confini? Convenzioni sono. CosÏ Ë, se vi pare. ( @BeaCoda) Torna #MattiaTw in questa serata dedicata a #LaTregua/13""""",NA,O2,13,organizers
834,3A_vico,tweet,1,"#MattiaTW/13  283Aem309 Lei sola poteva confortarmi:doveva.""""  @DanteAligheri41 saranno mica tuoi versi?""""",NA,B,13,B
959,IIBp_Conti,tweet,2,#MattiaTW/13  @IIBp_Conti (382BSG93): Se la morte ... non esistesse e fosse soltanto il soffio che spegne in Noi questo lanternino?,NA,B,13,B
960,IIBp_Conti,tweet,2,"#MattiaTW/13  @IIBp_Conti (382BSL611): Potei sperimentare che l'Uomo quando Soffre, si fa una Particolare idea del Bene e del Male.",NA,B,13,B
1069,2C_Galilei,tweet,1,"@MattiaPascalTw #MattiaTW/13  202CCD23 Improvvisava sul pianoforte, fino a cader per terra, svenuta, in certi momenti.""""",NA,B,13,B
1096,2C_Galilei,tweet,1,"@MattiaPascalTw #MattiaTW/13  202CCD23 Interessante il passaggio sul lanternino, al di l‡ del quale Ë l'ombra paurosa.",NA,B,13,B
1130,3A_vico,tweet,1,283Asd49 #MattiaTW/13  Il buio di  @MattiaPascalTw  Ë fuori o dentro di lui?,NA,B,13,B
1158,5AEL21,tweet,1,Tutti gli uomini sanno dare consigli e conforto al dolore che non provano. #MattiaTW/13   @MattiaPascalTw 675AAT169 https://t.co/Plp93YFKzb,photo,B,13,B
1203,G4_fu4G,tweet,11,"E comunque, per noi, il primo ad essere illuminato da un lumino sulla fronte, resta il pesce abissale di Nemo.  @MattiaPascalTw #MattiaTW/13",NA,O2,13,OtherReg
1233,spinelli4ia,tweet,12,Mattia Ë molto pazientoso dopo l'operazione e dimostra ancora una volta l'interesse verso Adriana.SM #MattiaTW/13   @MattiaPascalTw,NA,O2,13,OtherReg
1254,2ATbertarelli,retweet,1,"RT  @2ATbertarelli: #MattiaTW/13  (982Aap121) 'E se io avessi paura?' ObbiettÚ Adriana. 'Di che, della prova?' RibattË il padre 'O del bujo'Ö",NA,B,13,B
1255,2ATbertarelli,retweet,1,RT  @2ATbertarelli: #MattiaTW/13 (892Aav87)Lanterninosofia:il sentimento della vita Ë come un lanternino che ciascuno di noi porta in sË accesso la luce nel buio,NA,B,13,B
1256,2ATbertarelli,retweet,1,"RT  @2ATbertarelli: #MattiaTW/13 (892Aav87)Se la morte,che ci fa tanta paura,non esistesse e fosse soltanto il soffio che spegne in noi questo lanternino Buoi..",NA,B,13,B
1285,2GL_AMALDI_ROMA,tweet,1,"Mattia, il lanternino Ë ancora vivo in te?  @MattiaPascalTw  @AdrianoMeisTw #MattiaTW/13",NA,O2,13,OtherReg
1357,spinelli4ia,tweet,12,Mattia dopo l'operazione vuole essere coccolato e consolato solo da Adriana. DM #MattiaTW/13   @MattiaPascalTw  @TwLetteratura,NA,O2,13,OtherReg
1389,2bmRinaldini,retweet,1,RT  @Fra_Defendi: #MattiaTW/13  A noi uomini Ë toccato prendere come realt‡ fuori di noi questo nostro interno sentimento della vita 12BFD153,NA,O2,13,A
1391,2bmRinaldini,retweet,1,"RT  @luca2831: #MattiaTW/13 L'uomo pensa al bene e al male, come se dai suoi dolori gli derivasse un diritto al compenso 12BLV283",NA,O2,13,A
1394,2bmRinaldini,retweet,1,RT  @marimelaverde: Noi abbiamo bisogno di incolpare sempre qualcuno dei nostri danni e delle nostre sciagure. #MattiaTW/13  12BMT46,NA,O2,13,A
1396,2bmRinaldini,retweet,1,"RT  @martiiuux: Potrei sperimentare che l'uomo, quando soffre, si fa una particolare idea del bene e del male. #MattiaTW/13  12BMC28",NA,O2,13,A
1413,ClasseIIIA_Redi,tweet,1,#MattiaTW/13 Euripide : Pirandello = Eraclito furente:  @MattiaPascalTwProfeti della perdita di centro dell'eroe moderno-FS,NA,A,13,A
1443,01SPREa,tweet,1,A noi uomini nascendo Ë toccato il tristo privilegio di sentirci vivere #MattiaTW/13  (252ADS2412),NA,O2,13,NR
1474,01SPREa,tweet,1,Il lume d'una idea comune Ë alimentato dal sentimento collettivo #MattiaTW/13  (252ADS2412),NA,O2,13,NR
1680,2_Ainfo_,tweet,1,"#MattiaTW/13  îùSenza aver commesso cattive azioni, senza aver fatto male a nessuno. (82AFP255)""""",NA,O2,13,NR
1681,2_Ainfo_,tweet,1,"#MattiaTW/13  A causa di un operazione all'occhio,Meis si sente sempre pi˘ solo,chiuso in casa,in solitudine. (82AFFÖ https://t.co/XtM38pHyBY",NA,O2,13,NR
1682,2_Ainfo_,tweet,1,#MattiaTW/13  E fu cosÏ che Mattia si ritrovÚ ad affrontare momenti di solitudine....(82AMG149),NA,O2,13,NR
1683,2_Ainfo_,tweet,1,#MattiaTW/13  mai spegnere la lanterna che vive in noi (82ARM2611) https://t.co/aZIpYKyol7,photo,O2,13,NR
1684,2_Ainfo_,tweet,1,"#MattiaTW/13 Noi abbiamo bisogno d'incolpar sempre qualcuno dei nostri danni e delle nostre sciagure 82ACC71""""",NA,O2,13,NR
1685,2_Ainfo_,tweet,1,#MattiaTW/13mattia dopo essersi fatto operare ad un occhio deve rimanere in casa per diverso tempo ed incomicia aÖ https://t.co/9l8BwYQBBD,NA,O2,13,NR
1686,2_Ainfo_,tweet,1,"#MattiaTW/13Povero Max, morto a soli 18 anni...(82ADS111)",NA,O2,13,NR
1793,2016aspinelli,tweet,1,"La vita puÚ essere paragonata ad un lanternino che ci fa vedere sperduti sulla terra,ci fa vedere il male ed il bene. #MattiaTW/13  AR",NA,O2,13,OtherReg
1801,2016aspinelli,tweet,1,L'uomo ha il triste privilegio  di SENTIRSI  VIVERE.EC #MattiaTW/13,NA,O2,13,OtherReg
1861,2A_BIOPANTALEO,tweet,1,#MattiaTW/13  Il passato continua a farsi vivo.,NA,O1,13,OtherReg
1862,2A_BIOPANTALEO,tweet,1,#MattiaTW/13  L'uomo quando soffre si fa una particolare idea del bene e del male. https://t.co/Sb2iZXEURk,gif,O1,13,OtherReg
1863,2A_BIOPANTALEO,tweet,1,"#MattiaTW/13  Nell'improvviso buio,allora Ë indescrivibile lo scompiglio delle singole lanterne,nessuna pi˘ trova laÖ https://t.co/PkpP3623xG",NA,O1,13,OtherReg
1864,2A_BIOPANTALEO,tweet,1,"#MattiaTW/13  Spento alla fine a un soffio,ci accoglier‡ la notte perpetua dopo il giorno famoso della nostra illusione,o non rimarremo noi",NA,O1,13,OtherReg
1865,2A_BIOPANTALEO,tweet,1,"#MattiaTW/13 Se la morte non esistesse e fosse soltanto, non l'estinzione della vita, ma il soffio che spegne in noi questo lanternino?",NA,O1,13,OtherReg
1871,2ac_fermi,tweet,1,Adriano e le sedute spiridiche(A.C.)#MattiaTW/13,NA,O2,13,OtherReg
1882,2ac_fermi,tweet,1,"Adriano vuole conquistare Adriana, ma non Ë Rocky (Gio) #MattiaTW/13",NA,O2,13,OtherReg
2096,2ALCirillo,tweet,1,"#MattiaTW/13 Le lanterne e il buio: con la luce vediamo i colori, paragonate alle virt˘ dell'uomo, nel buio ci sentiamo perduti.122AGS318",NA,B,13,B
2297,2ATbertarelli,tweet,1,"#MattiaTW/13  (892Aap121) 'Adriano Mei' diceva, come se tutto a un tratto fossimo diventati amiconi' 'Adriano Tui' mi veniva di rispondergli",NA,B,13,B
