ID,Text,Group,Reuse
1001525,Mattia ha paura per la sua nuova identità. Potrebbe essere scoperto...,groupB,FALSE
1001527,"A causa di un operazione all'occhio, Meis si sente sempre più solo, chiuso in casa, in solitudine. (82AFF",groupB,FALSE
1001528,E fu così che Mattia si ritrovò ad affrontare momenti di solitudine....,groupB,FALSE
1001529,mai spegnere la lanterna che vive in noi,groupB,FALSE
1001532,"Povero Max, morto a soli 18 anni...",groupB,FALSE
1001533,# Sedute spiritiche frode  ma aiutanti in amore.,groupB,FALSE
1001536,Mattia è impaurito dai fenomeni che stanno accadendo intorno a lui. Non capisce più nulla,groupB,FALSE
1001539,NA,groupB,FALSE
1001540,Nel corso di una delle sedute Mattia è riuscito a baciare Adriana!,groupB,FALSE
1001541,PUM! Un pugno Da una persona morta,groupB,FALSE
1001543,mi trovo a saltellare su un cerchio di legno con tanti numeri davanti a tutte quelle persone che sperano in me,groupB,FALSE
1001544,mattia decide di vivere libero e non lasciarsi controllare,groupB,FALSE
1001545,Cambiare nome e gettare la fede.Una scelta che cambierà la tua nuova vita,groupB,FALSE
1001549,Secondo Mattia ogni mestiere ha qualche sua consolazione ![ ],groupB,FALSE
1001550,Fu come una partita di scacchi... Sbagliare una equivaleva a subire scacco dal silente re nero,groupB,FALSE
1001552,"...e di nuovo LIBERO, sciolto, scarcerato, autonomo.MB",groupO1,FALSE
1001555,Il più grande spettacolo dopo il big bang siamo noi,groupO1,FALSE
1001563,500 lireNeanche 5000 possono ricompensare l'addio della mia vecchia.BJ,groupO1,FALSE
1001564,A volte basta un semplice gesto per innamorarci di una persona.,groupO1,FALSE
1001565,A volte un semplice gesto ci rende felici.,groupO1,FALSE
1001566,"Abbi cura dei tuoi ricordi, perchè si vivono una sola volta.",groupO1,FALSE
1001567,Adriano Meis. Ecco chi sono adesso. Non ho amici. Non posso lavorare. Io non sono nessuno. Quindi in realta io non,groupO1,FALSE
1001568,"Aggrapparsi alla fede per paura ad un finale assoluto, è ironico.AJ",groupO1,FALSE
1001569,Amore o amicizia  ‘‘,groupO1,FALSE
1001571,basta un piccolo dettaglio fisico per essere riconosciuti nonostante si avesse una nuova identità.  12,groupO1,FALSE
1001572,BJ,groupO1,FALSE
1001573,BJ,groupO1,FALSE
1001574,BJ,groupO1,FALSE
1001578,"Che brutto momento passa Mattia, tutti intorno a lui muoiono !! ¢¢",groupO1,FALSE
1001580,"chi non dimostra ciò che sente, perde ciò che ama",groupO1,FALSE
1001581,chi ti colpisce alle spalle e perche' non riesce a colpirti davanti,groupO1,FALSE
1001582,chissà che sorpresa prendere il giornale e vedere il proprio necrologio. Sei morto e non te ne sei accorto. Seconda,groupO1,FALSE
1001583,"Come si può vivere una vita serena, se il destino ti costringe a mentire costantemente. EC",groupO1,FALSE
1001584,"Cos'è la vita se non la si può condividere con le persone care L'eterna solitudine non e vita, ma una galera senza sbarre AT",groupO1,FALSE
1001585,"Destino crudele per la madre del protagonista, la morte del marito sembra aver colpito più lei del marito stesso.BJ",groupO1,FALSE
1001586,"Di tutte le beffe che la sorte serba all'uomo, non c'è n'è una più tremenda d'un amore non corrisposto.",groupO1,FALSE
1001587,Dicono che gli eroi esistono solo nei film.Non è vero! tutti ne abbiamo uno:il nostro caro papà.,groupO1,FALSE
1001589,NA,groupO1,FALSE
1001592,"Due cose sono infinite: l'universo e la stupidità umana, sulla prima ho dei dubbi Albert Einstein",groupO1,FALSE
1001593,¶¶Il più grande spettacolo dopo il big bang siamo noi ¶¶,groupO1,FALSE
1001594,"È difficile che ad un uomo venga data una seconda possibilità nella vita, figurarsi tre, ma a lui è successo. AT#Ma",groupO1,FALSE
1001596,EC,groupO1,FALSE
1001597,EC,groupO1,FALSE
1001599,Egli avverte un cambiamento nel profondo della sua anima.MB,groupO1,FALSE
1001601,Finalmente un bagliore di luce nella sua vita che per disgrazia non dura più di tanto.AJ,groupO1,FALSE
1001602,fingere chi non sei per la propria felicita non risolve i problemi ma li peggiora,groupO1,FALSE
1001605,NA,groupO1,FALSE
1001606,NA,groupO1,FALSE
1001607,NA,groupO1,FALSE
1001608,I libri sono lo specchio dell'anima dell'autore  ogni autore ha un proprio stile di scrittura ineguagliabile dagli,groupO1,FALSE
1001611,"Il contrario del gioco non è ciò che è serio, bensì ciò che è reale.",groupO1,FALSE
1001613,Il gioco d'azzardo è una droga dal quale dipendono molte persone. Mattia ha avuto fortuna. Ma quanti vincono... AT,groupO1,FALSE
1001614,Il gioco è un corpo a corpo con il destino.,groupO1,FALSE
1001617,Il papà è una delle figure più importanti per la crescita di un bambino. Doversene privare è una cosa molto dura. A,groupO1,FALSE
1001620,Insignificanti di fronte a un infinito universo. MA,groupO1,FALSE
1001621,"-Io mi chiamo Mattia Pascal.- Grazie, caro. Questo lo so.-E ti par poco. EC",groupO1,FALSE
1001622,"-Io mi chiamo Mattia Pascal.-Grazie, caro. Questo lo so.-E ti par pocoMC",groupO1,FALSE
1001624,Io sono Mineo Federico,groupO1,FALSE
1001626,L mmm llr m fc  un rmnzn c fcch: ch m grdss bn  cmmttr l pcct mrtl d'ndrr n tntzn d prdr pr smpr un pvr rgzz...,groupO1,FALSE
1001628,La fede comincia appunto là dove la ragione finisce. EC,groupO1,FALSE
1001629,"La fiducia è sacra, ma non tutti la meritano.AJ",groupO1,FALSE
1001630,La gelosia non porta mai nulla di buono. È un sentimento che ci offusca la visione reale delle cose e fa crescere l,groupO1,FALSE
1001631,La gelosia non porta mai portare nulla di buono. È un sentimento che ci offusca la visione reale delle cose e fa ma,groupO1,FALSE
1001632,"La morte non è la fine, ma solo un nuovo inizio",groupO1,FALSE
1001635,La sua morte quasi improvvisa fu la nostra rovina.MB,groupO1,FALSE
1001636,"La vera felicità, quella che nasce da dentro, non può essere distrutta.Qualsiasi siano le condizioni esterne.",groupO1,FALSE
1001637,"La vita è come un gioco di fortuna, molti avvenimenti sono casuali.",groupO1,FALSE
1001638,la vita è questa niente è facile e nulla è impossibile,groupO1,FALSE
1001640,L'affetto ci dà la forza per superare tanti ostacoli JA ,groupO1,FALSE
1001642,Libertà tiranna!MB,groupO1,FALSE
1001643,Lipogramma: senza l'utilizzo della aBJ,groupO1,FALSE
1001644,LS,groupO1,FALSE
1001645,L'ultima delle 3 rare possibilità per cambiare la propria vita. MA,groupO1,FALSE
1001647,L'uomo ha il triste privilegio  di SENTIRSI  VIVERE.EC,groupO1,FALSE
1001652,"Mattia si rende conto che non potrà mai avere un vero amico, ma solo relazioni superficiali e vivere per sempre mascherato.",groupO1,FALSE
1001653,"Mattia si rende conto, assumendo un'identità falsa, di essere diventato l'ombra di un uomo.",groupO1,FALSE
1001654,"Mattia si rende conto, assumendo un'identità falsa, di essere diventato l'ombra di un uomo.",groupO1,FALSE
1001656,"Molti ti saranno amici finchè sarai felice, ma quando verrà il brutto tempo, resterai solo",groupO1,FALSE
1001657,Nessuno di noi è in grado di sapere il propio destino.,groupO1,FALSE
1001659,"Non è vita se non la si può condividere con le persone care L'eterna solitudine non e vita, ma una galera senza",groupO1,FALSE
1001660,Non essere in grado di raggiungere certi obiettivi può comportare a brutte conseguenze.AJ,groupO1,FALSE
1001663,Non smettere mai di VIVERE!MB,groupO1,FALSE
1001664,Ogni mestiere ha una sua consolazione. MA,groupO1,FALSE
1001665,"Ogni tanto capita che per amore ci tocca rinunciare a qualcosa a cui teniamo, ma pensandoci bene, ne vale davvero l",groupO1,FALSE
1001666,Ognuno di noi può dichiararsi morto affinchè non ci riconosca nessuno.,groupO1,FALSE
1001670,pensava di vivere in un mondo miserabile finchè la fortuna decise di accompagnarlo.AJ,groupO1,FALSE
1001671,Per condurre una vita nuova bisogna tralasciare tutto ciò che è successo prima.,groupO1,FALSE
1001673,Prima o poi a tutti toccherà aggrapparsi alla fede pur di non cadere nel baratro. Fino a quanto ci si può spingere per fede AT,groupO1,FALSE
1001675,Può essere pericoloso sposarsi con una donna di un ceto sociale più elevato.MB,groupO1,FALSE
1001678,RA,groupO1,FALSE
1001681,Se sai che la terra gira ringrazia libri e saperi Perchè puoi guardare avanti ma il futuro non esiste senza ieri UC,groupO1,FALSE
1001682,Se sai che la terra gira ringrazia libri e saperi perchè puoi guardare avanti ma il futuro non esiste senza ieri UC,groupO1,FALSE
1001683,"Se tutto è materia, esistono comunque diversi gradi di materia.MB",groupO1,FALSE
1001686,Soldi o amore questo è il dilemma.EC,groupO1,FALSE
1001687,solo un vero fannullone avrebbe il coraggio di iniziare una nuova vita.AJ,groupO1,FALSE
1001688,"Tautogramma: tutte le parole hanno come iniziale una lettera, in questo caso la aBJ",groupO1,FALSE
1001690,"Una nuova vita si, ma lui non era nessuno.AJ",groupO1,FALSE
1001691,"Vivere più volte è davvero strano, conoscerete la mia storia.AJ",groupO1,FALSE
1001692,Viviamo una vita di sacrifici per renderla migliore a chi ci è caro.MA,groupO1,FALSE
1001695,NA,groupO1,FALSE
1001697,"Adriano, un eroe senza gloria, innamorato di Adriana.",groupO1,FALSE
1001698,Il triangolo...NO!!!,groupO1,FALSE
1001699,La libertà di Adriano...una falsa libertà,groupO1,FALSE
1001700,La libertà di Adriano...una falsa libertà,groupO1,FALSE
1001701,"Non è facile essere liberi come le molecole d'acqua di quel fiume, nero e silente, o delle due fontane",groupO1,FALSE
1001703,"Se sai come usarle, le parole, posso tanto, se sai come usarli, gli occhi, posso tutto",groupO1,FALSE
1001704,"To be, or not to be, that is the question. Adriano c'è, ma non esiste.",groupO1,FALSE
1001706,Il passato continua a farsi vivo.,groupO1,FALSE
1001712,La zia è una prof.di nome e di fatto,groupO1,FALSE
1001713,La zia prof,groupO1,FALSE
1001714,L'amante di comodo,groupO1,FALSE
1001715,L'Amore:è impossibile frenarlo...Povero Adriano!,groupO1,FALSE
1001716,L'anima secondo Paleari,groupO1,FALSE
1001717,L'arrivo a Pisa,groupO1,FALSE
1001718,L'arrivo di Terenzio,groupO1,FALSE
1001719,Le 12.000 lire perse,groupO1,FALSE
1001720,Le abilità di Max,groupO1,FALSE
1001722,Le prime conversazioni di Adriano,groupO1,FALSE
1001724,Le sedute del Paleari,groupO1,FALSE
1001726,"Libertà sognata, prigione ottenuta(  )",groupO1,FALSE
1001727,"libertà , facile da dire, difficile da raggiungere",groupO1,FALSE
1001728,"Libertà, facile da dire, difficile da raggiungere",groupO1,FALSE
1001729,L'incontro con Adriana.,groupO1,FALSE
1001730,Lo sconforto della signorina Caporale,groupO1,FALSE
1001731,Lo spirito senza pace,groupO1,FALSE
1001734,L'operazione,groupO1,FALSE
1001737,L'uomo con tre vite,groupO1,FALSE
1001738,"Ma che razza di nome è Scolastica Cos'è, una gita",groupO1,FALSE
1001739,"Ma cos' è, un videogioco in cui si ha tante vite",groupO1,FALSE
1001740,"Ma cos'è, un videogioco in cui si ha tante vite",groupO1,FALSE
1001741,Ma la bestia chi è: il cane o Pepita,groupO1,FALSE
1001742,Ma quale amico sposa la moglie dell'amico seppur vedova!,groupO1,FALSE
1001745,Mattia a casa dei coniugi Pomino: che scompiglio!,groupO1,FALSE
1001747,Mattia e la sua improvvisa cotta per Romilda,groupO1,FALSE
1001750,"Mattia perde tutto, figlie e madre",groupO1,FALSE
1001751,"Mattia risorto, amen",groupO1,FALSE
1001752,Mattia viene a fare visita alla nostra Pisa,groupO1,FALSE
1001753,Mattia vuole provare il tutto per tutto Vuole sbancare.,groupO1,FALSE
1001754,Max nella signorina Caporale,groupO1,FALSE
1001756,Muso di cane!,groupO1,FALSE
1001758,Nuova vita,groupO1,FALSE
1001759,Occhio fortunato,groupO1,FALSE
1001761,"Perchè allontanarsi dai problemi altrui, senza intendersene, giustificandosi dicendo il proprio nome",groupO1,FALSE
1001763,"Quanta gelosia, zia Scolastica",groupO1,FALSE
1001764,Reincarnazione,groupO1,FALSE
1001765,"Ritornato vivo, ma a metà",groupO1,FALSE
1001766,Romilda sposata con PominoColpo di scena,groupO1,FALSE
1001767,Sarà stato Terenzio,groupO1,FALSE
1001768,Scolastica severa e corretta proprio come la scuola,groupO1,FALSE
1001769,Scolastica=scuola,groupO1,FALSE
1001770,Sentirsi in famiglia,groupO1,FALSE
1001771,Si torna a casa(),groupO1,FALSE
1001775,Sta per venir fuori la vera identità di Adriano,groupO1,FALSE
1001776,Strani incontri nel centro di Roma,groupO1,FALSE
1001778,Terenzio come Giorgio Clooney,groupO1,FALSE
1001779,Terenzio il tuttofare,groupO1,FALSE
1001780,Terenzio procura un parente ad Adriano,groupO1,FALSE
1001781,"Terenzio vede tutto e tocca tutto, proprio come un detective",groupO1,FALSE
1001783,Tutti contro Copernico: il prete polacco ciarlatano!,groupO1,FALSE
1001784,Un capitolo al buio,groupO1,FALSE
1001785,Un conto in sospeso,groupO1,FALSE
1001786,"Un innocente in trappola, come un topino in gabbia",groupO1,FALSE
1001787,Un po' curioso Terenzio...,groupO1,FALSE
1001789,Un ritorno,groupO1,FALSE
1001790,Un sogno di libertà si trasforma in prigione nella realtà ,groupO1,FALSE
1001791,Un sogno di libertà si trasforma in prigione nella realtà,groupO1,FALSE
1001792,Un tipo strano buffo e un po' pazzerello,groupO1,FALSE
1001793,Una mente in gabbia,groupO1,FALSE
1001795,Una sorpresa da urlo per Berto,groupO1,FALSE
1001796,Una spiacevole scoperta,groupO1,FALSE
1001798,Un'opportunità colta al volo.,groupO1,FALSE
1001800,Zia Scolastica mi fa un po' paura,groupO1,FALSE
1001801,"Zia Scolastica, un po' antipatica come la scuola",groupO1,FALSE
1001804,"Gli occhi di Adriana pieni di rabbia, gli occhi di Roberto pieni di incredulità e l'occhio di Mattia seg",groupA,FALSE
1001809,Come mi ero illuso che potesse vivere un tronco reciso dalle sue radici,groupA,FALSE
1001811,". L'albero è vivo ma non si sente, non è consapevole di sè. L'uomo invece ha il triste privilegio di sentirsi vivere.",groupA,FALSE
1001813,. Tracce del suo passato riemergono e possono minacciare la sua nuova identità.,groupA,FALSE
1001817,"cap.11 Se errare è dell'uomo, non è crudeltà sovrumana la giustizia",groupA,FALSE
1001818,"cap.12 Anche se cambiassimo qualcosa del nostro aspetto, non cambieremo mai noi stessi e il nostro passato.",groupA,FALSE
1001824,NA,groupA,FALSE
1001829,Niente è più facile che ingannare se stessi. L'uomo crede vero tutto ciò che desidera.,groupA,FALSE
1001833,Siamo certi che le maschere nascondono il nostro vero essere solo alle altre persone o lo nascondono anche a noi stessi,groupA,FALSE
1001849,"E così si libererà di quella menzogna che lo sta uccidendo da anni, di quel tristo, odioso fantoccio che lui stesso ha creato.",groupA,FALSE
1001850,"E così si libererà di quella menzogna che lo sta uccidendo da anni, di quel “tristo, odioso fantoccio”  che lui stesso ha creato.",groupA,FALSE
1001853,Al buio Adriano e Max sono due spiriti nati dalle menzogne oppure sono veri Solo la luce porterà la verità .,groupA,FALSE
1001854,Al buio Adriano e Max sono due spiriti nati dalle menzogne oppure sono veri Solo la luce porterà la verità.,groupA,FALSE
1001859,L'amore e la gelosia riavvicinano Adriano alla vita e alle sue passioni: la libertà senza nessuno è diventata intollerabile.,groupA,FALSE
1001862,"Anche se cambiassimo qualcosa del nostro aspetto, non cambieremo mai noi stessi e il nostro passato.",groupA,FALSE
1001873,il rifiuto dell'amore di una donna  un amore falso e freddo quasi quanto il cuore della suocera.,groupA,FALSE
1001874,"La felicità di rivedere un fratello pensato morto, fu immensa. I due si strinsero in un abbraccio fort",groupA,FALSE
1001875,"La sua croce era ancora là, in una altra dimora, con un altro uomo. Una sanguisuga senza scrupoli accom",groupA,FALSE
1001876,"La sua croce era ancora là, in una altra dimora, con un altro uomo. Una sanguiuga senza scrupoli accomp",groupA,FALSE
1001877,"La sua croce era ancora lì, in una altra dimora, con un altro uomo. Una sanguisuga senza scrupoli accom",groupA,FALSE
1001878,"La sua croce era ancora lì, in una altra dimora, con un altro uomo. Una sanguiuga senza scrupoli accomp",groupA,FALSE
1001879,"L'amore, un bacio, nascosto dal buio alla luce di tutti, non eterno, non abbastanza.",groupA,FALSE
1001880,"Morto, vivo, destinato a morire. La sua vita piena di misteri e avventure era e sarà solo una lapide in'",groupA,FALSE
1001882,"Una fuga repentina, capace di spezzare ogni legame col passato, tranne quel suo occhio, quello rimane... insieme a poc'altro.",groupA,FALSE
1001883,"Vero Falso Una vita trascorsa tra la morte terrena e figurata, con l'essenza del proprio essere persa",groupA,FALSE
1001884,A volte ritornano...,groupA,FALSE
1001885,Come mi ero illuso che potesse vivere un tronco senza le sue radici,groupA,FALSE
1001890,"Beate le marionette, sospiraisu le cui teste di legno il finto cielo si conserva senza strappi!",groupA,FALSE
1001899,"cap 11 Il tempo passa e per Mattia è duro mantenere la vera identità celata, forzato sempre a mentire alle persone stimate.",groupA,FALSE
1001902,Il bacio con Adriana: uno dei più grandi sbagli di Mattia,groupA,FALSE
1001904,"Una nuova libertà  per Mattia, che ricomincerà la sua vita da invisibile",groupA,FALSE
1001905,"Una nuova libertà per Mattia, che ricomincerà la sua vita da invisibile",groupA,FALSE
1001906,Beate le marionette su le cui teste di legno il finto cielo si conserva senza strappi!,groupA,FALSE
1001907,Come mi ero illuso che potesse vivere un tronco reciso dalle sue radici,groupA,FALSE
1001918,"Lo Spagnuolo minaccia la nuova identità di Mattia...quando tracce del suo passato riemergono, ad Adriano non resta che operarsi",groupA,FALSE
1001927,la democrazia è un bene o un male,groupB,FALSE
1001933,credo che questi brevi versi descrivano ció che prova Mattia nei confronti di Adriana,groupB,FALSE
1001934,credo che questi brevi versi descrivano ciò che prova Mattia nei confronti di Adriana,groupB,FALSE
1001935,"Le lanterne e il buio: con la luce vediamo i colori, paragonate alle virtù dell'uomo, nel buio ci sentiamo perduti.",groupB,FALSE
1001936,In amore  non importano le parole ma i gesti,groupB,FALSE
1001937,Nostos: scrittori differenti stesso amore per la patria,groupB,FALSE
1001940,Copernico: maledetto o benedetto,groupB,FALSE
1001942,Una persona è quello che è grazie a quello che è stato.,groupB,FALSE
1001943,Una realtà dove niente è ciò che,groupB,FALSE
1001944,Una realtà dove niente è ciò che,groupB,FALSE
1001947,"2 La vita o si vive o si scrive, io non l'ho mai vissuta, se non scrivendola",groupA,FALSE
1001948,"AGL92 La vita o si vive o si scrive, io non l'ho mai vissuta, se non scrivendola.",groupA,FALSE
1001955,Ormai noi tutti ci siamo a poco a poco adattati alla nuova concezione dell'infinita nostra piccolezza   3,groupA,FALSE
1001957,GretaB,groupO1,FALSE
1001958,perchè tutto a te,groupO1,FALSE
1001964,Partiamo in questa nuova avventura nella letteratura italiana assieme a Mattia Pascal,groupO1,FALSE
1001967,Sterile o non sterile...questo è il dilemma. Godz-Bertuz,groupO1,FALSE
1001981,"sentirsi infinitamente piccolo nel mondo, ma sbagli Mattia, i libri sono evasione ed illusione per l'immortalità",groupB,FALSE
1001982,"sentirsi infinitamente piccolo nel mondo, ma sbagli Mattia, i libri sono evasione ed illusione per l'immortalità",groupB,FALSE
1001990,"sentirsi infinitamente piccolo nel mondo, ma sbagli Mattia, i libri sono un'evasione e un'illusione per l'immortalità",groupB,FALSE
1001991,"sentirsi infinitamente piccolo nel mondo, ma sbagli Mattia, i libri sono un'evasione e un'illusione per l'immortalità",groupB,FALSE
1001994,"dal mistero della ricchezza del padre, alla descrizione della sua famiglia, c'è ironia ma anche rimpianto.",groupB,FALSE
1002003,fu così... boh,groupB,FALSE
1002010,la tua vita sembra una tragedia greca:la perdita contemporanea di due figlie e dell'amata madre.Che tristezza Mattia!,groupB,FALSE
1002030,'...Nessun maggior dolore che ricordarsi del tempo felice nella miseria...',groupB,FALSE
1002034,"...ero morto, non avevo più debiti, non avevo più moglie, non avevo più suocera, nessuno!Libero...che cercare di più",groupB,FALSE
1002039,", no no non vi allarmate, non si tratta del nostro personaggio.",groupB,FALSE
1002040,*suicidio*,groupB,FALSE
1002055,Adriano Meis aveva avuto in quell'anno la sua giovinezza spensierata...bisognava che diventasse uomo.La normalità!,groupB,FALSE
1002060,Adriano Meis aveva avuto in quell'anno la sua giovinezza spensierata,groupB,FALSE
1002063,E Mattia Pascal era morto senza conforti religiosi,groupB,FALSE
1002067,"non possiamo comprendere la vita, se in qualche modo non ci spieghiamo la morte.La morte c'è sempre per te Mattia.",groupB,FALSE
1002070,"'Come puoi tu pretendere, mio caro Adriano, ' dico a me stesso, 'che qualche donna s'innamori di te'",groupB,FALSE
1002074,'Libertà libertà' mormoravo 'ma pure non sarebbe lo stesso anche altrove',groupB,FALSE
1002075,'libertà libertà ' mormoravo 'ma pure non sarebbe lo stesso anche altrove',groupB,FALSE
1002079,"'Se noi riconosciamo, ' pensavo, 'che errare è dell'uomo, non è crudeltà sovrumana la giustizia'",groupB,FALSE
1002082,"Errore è dell'uomo, non è crudeltà sovrumana la giustizia!",groupB,FALSE
1002110,"Se noi riconosciamo che errare è umano, non è crudeltà sovrumana la giustizia",groupB,FALSE
1002146,"Noi abbiamo bisogno d'incolpare sempre qualcuno, dei nostri danni e delle nostre sciagure.",groupB,FALSE
1002151,Di questo capitolo mi ha colpito che molte volte al posto della I viene utilizzata la J,groupB,FALSE
1002153,Si fece silenzio...ci concentrammo,groupB,FALSE
1002155,"La seduta spiritica:2 colpi, sì 3 colpi, no 4, bujo 5 parlate 6 luce.Silenzio, si comincia per chi ci crede",groupB,FALSE
1002157,Noi abbiamo bisogno d'incolpar sempre qualcuno dei nostri danni e delle nostre sciagure.Ci sembra più facile.,groupB,FALSE
1002160,"A noi uomini, invece, nascendo, è toccato un tristo privilegio: quello di sentirci vivere.",groupB,FALSE
1002220,Scemo...scemo...!,groupB,FALSE
1002226,Chi era più ombra di noi dueIo o leiDue ombre!la' per terra l'ombra d'un morto:ecco la mia vita..Lei ti seguirà',groupB,FALSE
1002237,"Com'altro è il giorno, altro la notte, così forse una cosa siamo noi di giorno, altra di notte.",groupB,FALSE
1002264,"Ella doveva odiarmi, disprezzandomi, com'io mi odiavo e mi disprezzavo",groupB,FALSE
1002284,"Ella doveva odiarmi, disprezzarmi, com'io miodiavo e mi disprezzavo Ogni uomo che ferisce unadonna si deve disprezzare",groupB,FALSE
1002299,"'Ma se io per te non potevo essere vivo, Adriana, meglio che tu ora mi sappia morto.'",groupB,FALSE
1002349,"-Ma voi, insomma, si può sapere chi siete-E io gli rispondo: - Eh, caro mio... Io sono il fu Mattia Pascal.",groupB,FALSE
1002393,"10  Mi è sembrata una fortuna l'essere creduto morto Ebbene, sono morto davvero. Sono vivo per la morte e morto per la vita.",groupA,FALSE
1002398,La mia reazione quando ho letto che Batta Malagna e Olivia si sono sposati ...,groupB,FALSE
1002404,"Quel momento in cui ti seguono sia Mattia pascal e Andrea meis, e sei indecisa su chi sia vero e chi sia falso...",groupB,FALSE
1002406,Hai bisogno della luce solo quando si sta spegnendoTi manca il sole solo quando inizia a nevicare #PassengerLetHerGo,groupO1,FALSE
1002410,"My name is Pascal, Mattia Pascal",groupO1,FALSE
1002411,"After all, even you, sorry, you cannot doubt that Joshua stopped the Sun.",groupO1,FALSE
1002414,la sua morte quasi improvvisa fu la nostra rovina.,groupO1,FALSE
1002415,In cuor di donna quanto dura amore - .,groupO1,FALSE
1002428,...Nessun maggior dolore   Che ricordarsi del tempo felice   Nella miseria...   M.CL.,groupO1,FALSE
1002429,"Nessun maggior dolore, Che ricordarsi del tempo felice, Nella miseria  M.D",groupO1,FALSE
1002432,Nessuno! Libero! Libero! Libero! Che cercavo di più,groupO1,FALSE
1002451,"M. D Ma perchè non possiamo comprendere la vita, se in qualche modo non ci spieghiamo la morte!",groupO1,FALSE
1002461,a ncora on  so crivere ose iguardanti l utto ranne vvieta',groupO1,FALSE
1002466,"Non siamo che dei granelli di sabbia che occupano un pezzo di materia, circondati da giganti che influenzano le nostre vite-",groupO1,FALSE
1002467,L'amore è un enigma che solo il cuore saprà decifrare-,groupO1,FALSE
1002468,Nel profondo la mente illustra al nostro corpo quale decisione prendere-,groupO1,FALSE
1002470,Se si entra in un bivio è difficile ritrovare la memoria perduta-,groupO1,FALSE
1002471,La morte è inevitabile: ma Mattia riuscì a renderla cieca offuscandole l'orientamento,groupO1,FALSE
1002472,La morte è inevitabile: ma Mattia riuscì a renderla cieca offuscandole l'orientamento -,groupO1,FALSE
1002473,Adriano Meis non era altro che la maschera che nascondeva il rimpianto di un morto-,groupO1,FALSE
1002474,"Fingi finchè puoi, ma nella tua bugia ritornerai-",groupO1,FALSE
1002476,"Se la tua bellezza è ombrata dalla tua insicurezza, lascia che una donna la scopri lentamente-",groupO1,FALSE
1002478,Tutti hanno un'aurea che delinea l'immensità del loro io  -,groupO1,FALSE
1002479,Il credere in qualcosa non fa che infierire sugli altri-,groupO1,FALSE
1002480,Il passato e il presente sono un'illusione che osteggiano la verità ´-,groupO1,FALSE
1002481,Il passato e il presente sono un'illusione che osteggiano la nostra verità -  ’,groupO1,FALSE
1002482,"Ritrovarsi con i propri inganni, ha portato il nostro protagonista a perdere ciò che era imperdibile-",groupO1,FALSE
1002486,"Avere il nome è un onore, ma esserne privati è un reato-Gdll",groupO1,FALSE
1002488,Mattia è come essere una lira tra gli euro-Gdll,groupO1,FALSE
1002491,"5 la nostra maturazione avviene grazie ad avvenimenti positivi e negativi che unendosi, ci aiutano ad affrontare la vita",groupB,FALSE
1002492,"La violenza non è forza ma debolezza, nè mai può essere creatrice di cosa alcuna ma soltanto distruggitrice -B.croce.",groupB,FALSE
1002494,Non c'è uomo più vivo del Mattia Pascal anche se la morte l'ha preso due volte...,groupB,FALSE
1002497,"Accettarsi non è sinonimo di arrendersi, a volte significa fare il salto di qualità.",groupB,FALSE
1002499,In cuor di donna quanto dura amore -,groupB,FALSE
1002504,“La vita umana è come un pendolo che oscilla incessantemente tra il dolore e la noia”  Arthur Schopenhauer,groupB,FALSE
1002505,"Come Mattia, ogni persona quando legge si sente leggero come una nuvola",groupB,FALSE
1002506,"La mia vita è immutabile come il mare, le cui onde si infrangono sulla sabbia senza alcuno scopo",groupB,FALSE
1002507,"Si cresce grazie alle lacrime, si matura ritornando a ridere (Fabio Privitera)",groupB,FALSE
1002517,NA,groupB,FALSE
1002518,Chi è in realtà Mattia Vogliamo tutti sapere chi si cela dietro la mela che nasconde il re,groupB,FALSE
1002520,I closed my eyes and by my thought i flew,groupB,FALSE
1002521,I closed my eyes and by my thought I flew.,groupB,FALSE
1002525,NA,groupB,FALSE
1002531,"L'amore consiste in questo, che due solitudini si proteggono a vicenda, si toccano, si salutano. Rainer Maria Rilke",groupB,FALSE
1002532,"La libertà ha un limite, ma io oltre il limite vedo un sogno: crescere, invecchiare e amare.",groupB,FALSE
1002536,Essere fedeli a se stessi vuol dire sentirsi liberi di mostrare la propria unicità...,groupB,FALSE
1002538,NA,groupB,FALSE
1002539,"La musica, come la vita, si fa soltanto insieme(Ezio Bosso).",groupB,FALSE
1002540,NA,groupB,FALSE
1002541,NA,groupB,FALSE
1002542,"12 La musica come la vita, si fa soltanto insieme (Ezio Bosso).",groupB,FALSE
1002553,Si nota davvero la sensibilità di un uomo solo dopo aver pianto grazie ad un abbraccio.,groupB,FALSE
1002554,Chi troppo vuole nulla stringe: era M. P. e non gli piaceva  era A. M. e non gli piaceva. Ora non è nessuno dei due.,groupB,FALSE
1002555,"Ecco cosa  rimane: ombra ormai senza corpo e nome, uomo imprigionato nelle date incise sulle tombe che lo richiamano.",groupB,FALSE
1002559,"Chi descrive il proprio dolore, anche se piange è sul punto di consolarsi.  Ugo Ojetti",groupB,FALSE
1002560,"È assurdo essere vivi solo a metà, la metà di noi stessi.  Mary Jane dal film: Spider-Man 2",groupB,FALSE
1002562,"Non è grazie al genio ma grazie alla sofferenza, e solo grazie ad essa, che smettiamo di essere una marionettaCioran",groupB,FALSE
1002563,"Dalla paura si trova la soluzione e si trovano fondamenta, grazie al ragionamento e all'umanità  -E. G. Napolillo",groupB,FALSE
